sitrep_no,page,line_no,line_text
40,11,1,Pour l’Institut National de la Santé Publique (INSP) de la RDC
40,11,2,Le Directeur Général de l’INSP
40,11,3,Dr MWAMBA KAZADI Dieudonné
40,11,5,E-mail : dieudonne.mwamba@insp.cd
40,11,6,POUR TOUTE
40,11,7,INFORMATION Tel. : +243 816 040 145
40,11,8,"SUPPLÉMENTAIRE,"
40,11,9,VEUILLEZ CONTACTER Le Coordonnateur COU-SP
40,11,10,Prof NGANDU Christian
40,11,12,E-mail : Christian.ngandu@insp.cd
40,11,13,Tél. : +243998091915
40,11,14,L’Incident Manager
40,11,15,Prof Pierre AKILIMALI
40,11,17,E-mail : pierre.akilimali@insp.cd
40,11,18,Tél. : +243815800288
40,11,23,Avec l’appui technique de l’Organisation Mondiale de la Santé (OMS) et
40,11,24,de Africa CDC
40,11,29,11
39,1,1,Centre d’Opérations d’Urgence de Santé Publique
39,1,2,« COUSP RDC »
39,1,3,Système de Gestion de l’Incident MVE-17
39,1,5,² Rapport de Situation de la 17 ème Epidémie de la Maladie à Virus EBOLA /RDC
39,1,6,SitRep N°39/MVB_22/06/2026
39,1,8,"Provinces touchées (3) ITURI, NORD-KIVU & SUD-KIVU"
39,1,9,"• Ituri (22/36) : Aru, Aungba, Bambu, Bunia, Damas, Drodro, Gety, Kilo, Komanda, Lita,"
39,1,10,"Logo, Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara, Tchomia,"
39,1,11,"Zones de Santé touchées Kambala, Nia-Nia et Fataki."
39,1,12,"(34) • Nord-Kivu (11/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha,"
39,1,13,"Masereka, Vuhovi, Mabalako et Musienene."
39,1,14,• Sud-Kivu (1/34) : Miti-Murhesa
39,1,15,Date de rapportage 22 juin 2026
39,1,16,Date de publication 23 juin 2026
39,1,21,"1 094* 277(25,3%) 387(76,8%) 115 131(44 décès) ** 72,8%"
39,1,23,Cumul cas confirmés Cumul décès parmi Patients en Cas suspects du Taux de suivi des
39,1,24,isolement - Nombre cumulé
39,1,25,pour les 3 provinces les confirmés et taux jour contacts pour les
39,1,26,hospitalisation des guéris
39,1,27,de létalité 3 provinces
39,1,28,"* Données réactualisées à la suite du processus de nettoyage et d’harmonisation de la base DHIS2, incluant la **Les décès suspects survenus en communauté font l’objet d’une investigation"
39,1,29,"consolidation des informations issues des zones de santé, des laboratoires et des structures de prise en charge des cas. approfondie en vue d’une éventuelle reclassification (Non-cas, cas probables)."
39,1,32,1. FAITS SAILLANTS
39,1,34,"• Quarante-six (46) nouveaux cas confirmés dont 10 décès, ont été rapportés au terme de la journée du"
39,1,35,"22 juin 2026, dans les provinces de l’Ituri (43 dont 10 décès) et Nord-Kivu (3 dont 0 décès). Ces cas"
39,1,36,"confirmés se répartissent entre les zones de santé suivantes : Bunia (11), Rwampara (10), Mongbwalu"
39,1,37,"(8), Nizi (4), Mangala (3), Lita (3), Logo (3) et Tchomia (1) dans la province d’Ituri et Beni (2), Katwa (1)"
39,1,38,dans la province du Nord-Kivu.
39,1,39,• Trois (3) patients atteints de la maladie à virus Ebola en Ituri ont été déclarés guéris après avoir obtenu
39,1,40,des tests de contrôles négatifs.
39,1,42,2. CONTEXTE ÉPIDÉMIOLOGIQUE ET OPÉRATIONNEL
39,1,43,"La province de l'Ituri, située au Nord-Est de la République Démocratique du Congo, partage une frontière"
39,1,44,"longue et poreuse avec l'Ouganda et le Soudan du Sud. Depuis plus de deux décennies, elle est confrontée"
39,1,45,à une crise humanitaire chronique liée aux conflits armés et aux déplacements récurrents de populations. Sa
39,1,46,"population est estimée à plus de 8 millions d'habitants, dont plus d'un million de déplacés internes. La zone"
39,1,47,"de santé de Mongbwalu, considérée comme le point de départ de l'épidémie, est située dans le territoire de"
39,1,48,"Djugu à 70 km de Bunia. Cette zone se caractérise par la présence de groupes armés, des mouvements"
39,1,49,"fréquents de population vers l'Ouganda, et de nombreux chantiers miniers artisanaux attirant des travailleurs"
39,1,50,"migrants. En septembre 2018, la province de l'Ituri avait déjà été touchée par la 10ème épidémie de MVE qui"
39,1,51,"sévissait alors au Nord-Kivu. L'épidémie actuelle, due au Bundibugyo ebolavirus, a été déclarée officiellement"
39,1,52,le 15 mai 2026 par le ministre de la Santé Publique. Les trois provinces touchées comptent une population
39,1,53,"totale estimée à près de 15 millions d'habitants, avec des déplacements internes massifs et des flux"
39,1,54,transfrontaliers vers les pays voisins.
39,2,1,Figure 1. Chronologie des faits de l’épidémie de la maladie à virus Ebola-Bundibugyo.
39,2,3,3. ANALYSE ÉPIDÉMIOLOGIQUE DÉTAILLÉE
39,2,4,3.1 Distribution spatiale et foyers actifs au 22 juin 2026
39,2,6,Tableau 1. Répartition des cas et décès confirmés par province touchée en date du 22 juin 2026.
39,2,7,Nouveaux
39,2,8,Cas Décès Zones de santé cas
39,2,9,Province Létalité
39,2,10,confirmés (confirmés) touchées confirmés
39,2,11,(24h)
39,2,12,"Ituri 997 226 22,7% 22 sur 36 (61,1 %) 43"
39,2,13,"Nord-Kivu 94 50 53,2% 11 sur 34 (32,3 %) 3"
39,2,14,"Sud-Kivu 3 1 33,3% 1 sur 34 (2,9 %) 0"
39,2,15,"Total 1094 277 25,3% 34 sur 104 (32,7 %) 46"
39,2,17,Aucune nouvelle zone de santé n’a été touchée à l’issue de la journée du 22 juin 2026. Le nombre des zones
39,2,18,"de santé affectées reste à 34/104 (section 3.1). Depuis le 26 mai 2026, la province du Sud-Kivu n’a enregistré"
39,2,19,"aucun cas confirmé, ce qui suggère une absence de transmission récente. Cependant, une surveillance active"
39,2,20,reste nécessaire.
39,2,21,3.2 Répartition par zone de santé (Cumul au 22/06/2026)
39,2,23,"• Province de l'Ituri (997 cas) : Bunia (296), Rwampara (225), Mongbwalu (237), Nyankunde (86), Nizi"
39,2,24,"(30), Lita (24), Mangala (14), Bambu (14), Komanda (10), Tchomia (8), Kilo (7), Aungba (6), Logo (5),"
39,2,25,"Damas (4), Rimba (3), Aru (3), Mambasa (2), Nia-Nia (2), Drodro (1), Gety (1), Kambala (1), et Fataki (1)."
39,2,26,Dix-sept (17) cas supplémentaires sont en attente de ventilation précise par zone de santé dans la
39,2,27,province.
39,2,28,"• Province du Nord-Kivu (94 cas) : Katwa (32), Butembo (28), Beni (20), Oicha (3), Kyondo (3), Kalunguta"
39,2,29,"(2), Musienene (2), Goma (1), Masereka (1), Vuhovi (1) et Mabalako (1)."
39,2,30,• Province du Sud-Kivu (3 cas) : Miti-Murhesa (3).
39,2,35,2
39,3,1,"3.3 Analyse temporelle : On observe un nombre croissant de cas confirmés d’une semaine à l’autre,"
39,3,2,traduisant une transmission continue de la maladie dans la communauté bien qu’au cours des semaines
39,3,3,"épidémiologiques 23 et 24, le nombre des cas semblait être stable. L’intensification des actions de santé"
39,3,4,publique en matière de surveillance épidémiologique et biologique (décentralisation des capacités
39,3,5,diagnostiques) a contribué à une détection précoce confirmant une transmission communautaire continue et
39,3,6,accrue.
39,3,11,3.4 Cartographie épidémique
39,3,16,Figures 2 & 3. Spatialisation des cas confirmés de la MVE par zones de santé affectées et dans les
39,3,17,trois provinces touchées en date du 22 juin 2026
39,3,22,3
39,4,1,Tableau 2. Répartition des cas et décès confirmés de la maladie à virus Ebola par province et zone de
39,4,2,santé (22 juin 2026)
39,4,4,Cas Décès
39,4,5,Létalité
39,4,6,Province / Zone de santé confirmés confirmés
39,4,7,"(CFR, %)"
39,4,8,cumulés (n) cumulés (n)
39,4,9,"ITURI 997 226 22,7%"
39,4,10,"Bunia 296 48 16,2%"
39,4,11,"Rwampara 225 37 16,4%"
39,4,12,"Mongbwalu 237 100 42,2%"
39,4,13,"Nyankunde 86 9 10,5%"
39,4,14,"Nizi 30 6 20,0%"
39,4,15,"Lita 24 6 25,0%"
39,4,16,"Komanda 10 3 30,0%"
39,4,17,"Bambu 14 2 14,3%"
39,4,18,"Kilo 7 1 14,3%"
39,4,19,"Mangala 14 6 42,9%"
39,4,20,"Tchomia 8 0 0,0%"
39,4,21,"Damas 4 0 0,0%"
39,4,22,"Aungba 6 2 33,3%"
39,4,23,"Rimba 3 0 0,0%"
39,4,24,"Aru 3 1 33,3%"
39,4,25,"Mambasa 2 1 50,0%"
39,4,26,"Logo 5 0 0,0%"
39,4,27,"Drodro 1 1 100,0%"
39,4,28,"Gety 1 0 0,0%"
39,4,29,"Kambala 1 1 100,0%"
39,4,30,"Nia-Nia 2 2 100,0%"
39,4,31,"Fataki 1 0 0,0%"
39,4,32,"Autres zones non encore identifiées 17 0 0,0%"
39,4,33,"NORD-KIVU 94 50 53,2%"
39,4,34,"Butembo 28 13 46,4%"
39,4,35,"Katwa 32 19 59,4%"
39,4,36,"Beni 20 12 60,0%"
39,4,37,"Oicha 3 2 66,7%"
39,4,38,"Kalunguta 2 1 50,0%"
39,4,39,"Kyondo 3 1 33,3%"
39,4,40,"Goma 1 0 0,0%"
39,4,41,"Masereka 1 0 0,0%"
39,4,42,"Vuhovi 1 1 100,0%"
39,4,43,"Mabalako 1 0 0,0%"
39,4,44,"Musienene 2 1 50,0%"
39,4,45,"SUD-KIVU 3 1 33,3%"
39,4,46,"Miti-Murhesa 3 1 33,3%"
39,4,47,"TOTAL 1094 277 25,3%"
39,4,50,4
39,5,1,"Au cours des dernières 24h, la situation épidémiologique de la 17ème épidémie de Maladie à Virus Ebola"
39,5,2,"(MVE) en République Démocratique du Congo poursuit sa progression, 46 nouveaux cas confirmés dont"
39,5,3,"10 décès ont été rapportés, ramenant le cumul à 1 094 cas confirmés et 277 décès, exprimant un taux de"
39,5,4,"létalité global de 25,3%."
39,5,6,Dynamique provinciale et concentration des cas
39,5,7,"Environ 91,1% des cas (n=997) et 81,6% des décès (n=226), soit une létalité de 22,7% se concentrent dans"
39,5,8,"la province de l'Ituri, faisant d’elle l'épicentre absolu de l'épidémie. Les zones de santé les plus affectées sont"
39,5,9,"celles de Bunia (296 cas), Mongbwalu (237 cas), Rwampara (225 cas) et regorgent 76,0% de tous les cas"
39,5,10,"rapportés dans cette province. En revanche, les ZS de Bunia et Rwampara présentent des taux de létalité"
39,5,11,"modérés (16,2% et 16,4% respectivement) tandis que la zone de Mongbwalu affiche une sévérité marquée,"
39,5,12,"avec une létalité de 42,2% (100 décès pour 237 cas), suggérant des défis persistants dans la prise en charge"
39,5,13,"précoce ou l'accès aux soins. Par ailleurs, 17 cas supplémentaires ont été signalés dans des zones de santé"
39,5,14,"non encore identifiées, sans décès associé, ce qui pourrait indiquer une extension géographique nécessitant"
39,5,15,une investigation renforcée.
39,5,16,Sévérité de l'épidémie au Nord-Kivu
39,5,17,"Un cumul de 94 cas confirmés et 50 décès a été rapporté dans cette province, soit un taux de létalité de 53,2"
39,5,18,"%. Cette dernière présente le profil le plus préoccupant en termes de gravité, plus élevé que la moyenne"
39,5,19,"nationale. Cette létalité élevée est portée par les zones de santé de Beni (60,0%), Katwa (59,4%) et Oicha"
39,5,20,"(66,7%). La zone de santé de Katwa vient en tête de notification en termes du nombre de cas (n=32), suivie"
39,5,21,"de la ZS de Butembo (n=28) avec une létalité inférieure (46,4%). Une létalité de 100% a été observée"
39,5,22,exceptionnellement dans la zone de Vuhovi (à faible effectif) exprimant la dangerosité du virus dans cette
39,5,23,région et de la nécessité d'une riposte clinique immédiate.
39,5,25,4. ACTIONS DE RIPOSTE PAR PILIER
39,5,26,4.1 Coordination
39,5,27,Nationale / Ituri :
39,5,28,• Visite du DG de l’INSP à Nyankunde accompagnée d’une délégation des députés de la province d’Ituri
39,5,29,pour superviser et évaluer la prise en charge des malades : une ambulance a été affectée à la zone de
39,5,30,santé pour pallier l’un des gaps identifiés au cours d’une séance de travail dans cette zone de santé.
39,5,31,• Tenue de la réunion de coordination et appui aux piliers de la réponse. L’IM s’est également entretenu
39,5,32,avec l’équipe de la gestion des données et de rédaction du SitRep pour assurer l’amélioration du travail
39,5,33,au sein de ces équipes.
39,5,34,4.2 Surveillance épidémiologique
39,5,35,Tableau 3. Gestion des alertes épidémiologiques (24h) au 22 juin 2026
39,5,36,Indicateur Ituri Nord-Kivu Sud-Kivu Total
39,5,37,Alertes remontées 175 703 13 891
39,5,38,Alertes investiguées 175 702 0 877
39,5,39,"Taux d'investigation 100,0% 99,9% 0,0% 98,4%"
39,5,40,Vivantes 47 40 0 87
39,5,41,Alertes validées
39,5,42,Décédées 14 30 0 44
39,5,43,Total des cas suspects du jour 61 70 0 131
39,5,46,5
39,6,1,"Au décours de la journée du 22 juin 2026, 891 alertes ont été remontées à travers les trois provinces, 877"
39,6,2,"(98,4%) ont été investiguées, 131 cas suspects dont 44 décès ont été identifiés (Tableau 3). Toutes les"
39,6,3,alertes remontées au Sud-Kivu n’ont pas été investiguées par manque de carburant pour la descente des
39,6,4,équipes sur terrain.
39,6,6,Tableau 4. Suivi des contacts des cas confirmés au 22 juin 2026
39,6,8,Province Contacts sous suivi (n) Contacts vus (n) Taux de suivi (%)
39,6,10,"Ituri 6 244 4 540 72,7%"
39,6,11,"Nord-Kivu 1 938* 1 387 71,6%"
39,6,12,"Sud-Kivu 96 96 100,0%"
39,6,13,"Total 8 278 6 023 72,8%"
39,6,14,*Le taux de suivi dans la province du Nord-Kivu a été calculé sur base des zones de santé ayant rapporté les données sur le suivi
39,6,15,"des contacts (complétude : 7/10 : 70,0%)"
39,6,17,• Poursuite des investigations approfondies et du listage exhaustif et suivi systématique des contacts autour
39,6,18,"des cas confirmés dans les ZS (narratifs des cas confirmés, nombre de contacts listés et suivis par cas)."
39,6,19,• 519 nouveaux contacts ont été listés dont 411 dans 7 ZS de la province de l’Ituri et 108 dans 5 ZS de
39,6,20,la province du Nord-Kivu.
39,6,21,Point sur les activités de points de contrôle et points d’entrées (PoC/PoE)
39,6,22,"• Au Nord-Kivu : Quatre (4) alertes ont été notifiées aux PoC dont 2 à Makeke (ZS de Mabalako), 1 à"
39,6,23,"Mukulya et 1 à l’aéroport de Mavivi (ZS Beni), toutes ces alertes ont été invalidées."
39,6,24,• En Ituri : Deux (2) alertes ont été notifiées dont 1 au PoC FONER Mambasa (ZS Mambasa) et 1 au PoC
39,6,25,"Rubingu (ZS Boga), toutes ont été validées mais les suspects se sont opposés à l’isolement pour des"
39,6,26,prélèvements.
39,6,27,"Tableau 5. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC), en date du 22"
39,6,28,juin 2026
39,6,30,INDICATEURS Ituri Nord-Kivu Global
39,6,31,"Proportion de PoC activés et PoE renforcés 85,5% (47/55) 92,3% (12/13) 86,8% (59/68)"
39,6,32,Nombre des personnes passées aux PoE/PoC 82 504 48 419 130 923
39,6,33,"% des voyageurs screenés 98,0% 97,1% 97,7%"
39,6,34,"% des voyageurs ayant lavé les mains 96,1% 97,1% 97,0%"
39,6,35,"% des voyageurs sensibilisés 99,1% 97,1% 98,4%"
39,6,36,Nombre d’alertes notifiées 2 4 6
39,6,37,Nombre d’alertes vivantes validées 2 0 2
39,6,38,Nombre des corps sans vie interceptés ce jour 0 0 0
39,6,39,Nombre des contacts à problème interceptés ce jour 0 0 0
39,6,40,"% d’alertes vivantes validées référées au CT/CTE 0,0% 0,0% 0,0%"
39,6,41,"% des corps sans vie swabé 0,0% 0,0% 0,0%"
39,6,42,Nombre de résultat positif des cas suspects référés 0 0 0
39,6,44,6
39,7,1,4.3. Laboratoire
39,7,2,"• Ituri : 100 échantillons collectés et analysés (positivité 43,0% ; n=43)."
39,7,3,• Nord-Kivu : 73 nouveaux échantillons collectés dont 65 ont été analysés et 3 sont revenus positifs à
39,7,4,"la MVE (positivité 4,6%). Cependant, 8 échantillons sont en cours d’analyse."
39,7,6,4.4. Prévention et Contrôle de l'Infection (PCI)
39,7,7,"Ituri : Réalisation de 14/16 enterrements dignes et sécurisés (EDS), avec 2 reports ; décontamination"
39,7,8,de 6 ménages et 2 ESS dans la ZS de Bunia ; début de la formation de 50 hygiénistes dans la ZS de
39,7,9,"Bunia ; briefings et accompagnements PCI réalisés auprès de 60 prestataires à Bunia, Rwampara,"
39,7,10,Komanda et Nia-Nia ; décontamination d’un ESS à Mongbwalu après transfert de suspects ; dotation
39,7,11,de kits et intrants PCI/WASH à Mambasa et Mongbwalu.
39,7,13,"Nord-Kivu : Décontamination de 4 ESS autour des cas confirmés, dont 2 à Katwa (CH JERUSALEM"
39,7,14,et CH MUTIRI) et 2 à Beni (CH Gracia et CH Ruwenzori) ; implantation de deux points de lavage des
39,7,15,"mains à Malepe et au marché Central de Beni ; évaluation PCI scorecard de 10 ESS (7 à Beni, 1 à"
39,7,16,"Katwa, 1 à Butembo et 1 à Kyondo) : le score moyen est de 44,3% ; descente au BCZS Kyondo pour"
39,7,17,"faire un état des lieux, activer l’équipe EDS et préparer la formation des superviseurs et points focaux"
39,7,18,"PCI ; dotation des intrants PCI-Wash à la ZS de Kyondo constitués de paires de gants de ménage,"
39,7,19,"lunettes de protection, écrans faciaux, de chlore, etc. ; suivi et accompagnement de 57 ESS prioritaires"
39,7,20,"dans les ZS de Beni, Butembo, Katwa, Kyondo, Goma et Karisimbi afin de relever le niveau de PCI ;"
39,7,21,briefing de 202 prestataires de soins issus des ESS accompagnés sur différentes thématiques de la
39,7,22,PCI dans le contexte de l’épidémie de MVE.
39,7,25,4.5 Prise en charge holistique
39,7,26,• Trois (3) patients atteints de la maladie à virus Ebola ont été déclarés guéris après obtention
39,7,27,des résultats de contrôle négatifs en Ituri.
39,7,28,"• Poursuite du suivi nutritionnel des malades dans les CTE/CT : 556 repas chauds ont été servis,"
